tweet link,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1242125490007109634,"If we go through history, we were homophobes, sexists, and racist back then. And didn't really care much about naming these. So let's make a change for now on and call this virus in a more civilized manner #COVID19. Shit happens and Chinese Govt do deserve the blame. Let's fight!",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242147487969767424,"Our racist president calls Covid 19 the ""Chinese Virus."" But you will NEVER hear him call the swine flu epidemic the ""American Virus."" What a pig. #COVIDー19 #COVID19 #COVIDActNow #COVID19outbreak #COVIDIOTS #ctl #Racism #ChineseVirus #ChineseWuhanVirus #dems #China #TrumpPlague URL",not stigmatizing,Chinese government (Chinese communist party - CCP);Donald Trump,,14
https://twitter.com/edent/status/1242201424315985924,"And be sure never to mention that the virus originated in Wuhan, that the Chinese government covered it up for critical weeks, that it lied and disappeared journalists, that it co-opted the corrupt WHO to lie and conceal, and it tried to blame the U.S.
 URL",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242206808359546881,"China Permanently Bans Consumption of Wild Animals (Although pigs not ruled out as source of #COVID19) ...we need to stop eating animals FULL STOP.
 

 URL",stigmatizing - low,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,14
https://twitter.com/edent/status/1242224228662800384,"The Chinese virus pandemic is the fault of the Chinese Communist Party's deception, incompetence and blatant lies which has resulted in distrust and dishonor upon itself. The people of China don't deserve such evil and repressive leaders, and must reject those leaders. #COVID19",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242234444611751936,"The Chinese govt. covered it up but
 The Chinese who support wet markets..they caused this plague
 The Chinese who engage in these barbaric practices they caused this plague. #madeinchina #coronavirus #wuhanvirus
 URL",stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1242253075240361985,The world in jeopardy #chinavirus #WuhanVirus #DogMeatTrade wet markets #AnimalCruelty Upheaval Death Distress #GlobalResession #CruelGookBastards China must pay for this. Sanction Boycott that #Hellhole,stigmatizing - low,International politics;Wet market and eating habits,,14
https://twitter.com/edent/status/1242253780176887808,"Of course china's lying, they cannot be trusted for anything! With wildlife being known as the root cause of covid19, and China buying and eating wildlife illegally, you can believe the Chinese caused this world crisis! So even more dogs on their menu now? URL",stigmatizing - low,Chinese government (Chinese communist party - CCP);International politics;Wet market and eating habits,,14
https://twitter.com/edent/status/1242256220733337600,"There is nothing racist about calling out the evil Communist Chinese Govt for how they have treated their own people and killed many around the world w/ COVID19.
 When good people do nothing.....evil thrives.",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242259610301390849,"Liar idiot, on 6th Feb CoronaVirus aka #ChineseVirusCorona was reported in 25 countries including India, Italy and USA. 
 URL died a day before. He was silenced for alert abt New Virus.
 This Commi dog is bzy in spraeding Propaganda for CCP.",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242268217122476032,"Thank you, Mr President! Asian Americans can not be represented by the Chinese Communist Party. They should pay for the evils they have done! We are Americans in the fight with the Coronavirus together.",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Donald Trump,,14
https://twitter.com/edent/status/1242279214436343812,Communist China must be made to pay reparations to the world!! They lied ; concealed this disaster! URL,stigmatizing - low,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242286688019214336,"Year of the rat. How appropriate. Stop eating Rats, Cats. Dogs, and bats. No you can't eat that, It will give you #coronaVirus",stigmatizing - medium,Wet market and eating habits,,14
https://twitter.com/edent/status/1242297807156826112,"""Tedros has praised China’s 'transparency' and held up the country as a model response — even though the communist regime covered and then concealed the severity of the outbreak."" URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242358146531643393,This is appalling animal cruelty. Please 🙏🏼condemn the evil ; brutal dog-meat trade within #Asia. Help #StopYulin #China #StopBoknal #Indonesia #Vietnam. VISIT: URL URL URL #AnimalsAsia URL,stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1242390983418970113,"They eat so many rats, dogs each and everything even human meat they eating. 
 They are only responsible for this situation. 
 I hate chinese not only i we all hate chinese people. 
 #banchina
 #killchina
 #stopchina
 #ChinaLiedAndPeopleDied 
 #ChinaVirus 
 #ChineseCoronaVirus",stigmatizing - high,Wet market and eating habits,,14
https://twitter.com/edent/status/1242391302509035523,"Alright just stop it with the hysteria. #Hantavirus is now trending but for fuck's sake do some research.
 

 It's not new.
 It's not Chinese.
 It's not airborne.
 Stop licking rat shit and you'll be fine.
 

 Day 1 of lockdown and the conspiracy theories are running wild...",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242391868094197760,"Excellent Mr. President but let's not beat around the bush. The zoonotic diseases known as #coronavirus or #COVID comes from China and is either manufactured by the Chinese or the result of them eating dogs, bats ; rats.
 

 Call it as it is, the #Chinesvirus 🇨🇳☠️ URL",stigmatizing - low,Bio-weapon;Chinese government (Chinese communist party - CCP);Wet market and eating habits,,14
https://twitter.com/edent/status/1242391881419456514,"Russia lie, Impeach lie, destroy Kavanaugh...Is it really to far fetched to think Dem communist shadow govt implemented this?? They killed Trump economy, shut down rallies, killed working America, shut down America, so far just few old people died. And they fully support China🤷‍♂️",stigmatizing - low,Chinese government (Chinese communist party - CCP);International politics,,14
https://twitter.com/edent/status/1242391923337371648,Supposedly the animals are alive at the market and can be slaughtered onsite. China is notorious for having a weird food fetish eating exotic animals. Jesse is most likely referencing the video of a woman eating a bat in soup.,stigmatizing - medium,Wet market and eating habits,,14
https://twitter.com/edent/status/1242291175832219649,Genome sequencing results has traced down the virus to its animal source. Mooditu iruda dei. If it's a bio weapon - why would a country kill its own people ? The only mistake chinese did was hiding the virus spread and they are going to pay a huge price for it. URL,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Chinese government (Chinese communist party - CCP);Wet market and eating habits,,14
https://twitter.com/edent/status/1242374483274539008,"We are just getting familiar with #Coronavirus and now there's #Hantavirus?!?! Chinese people need to stop eating weird shit! At the risk of sounding racist, the world can't suffer because someone in china couldn't resist the urge to eat rodents, bats and pangolins!! WTF?!?!",stigmatizing - medium,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,14
https://twitter.com/edent/status/1242301951485698048,Communist China must be made to pay reparations to the world!! They lied ; concealed this disaster!,stigmatizing - medium,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242314039545348096,It's also possible to blame both the govt and the people of China that frequent wet markets and insist on eating animals that have no holistic remedies but continue to blindly believe so anyways and keep these gross places in business.,stigmatizing - medium,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,14
https://twitter.com/edent/status/1242498529785819136,"It's April 1st, and God says ""April fools, mfers! Hope y'all learn your lessons now, be nice to each other. China! for fuck sake stop eating random raw wild animals!"" Then he takes away the Corona virus from the face of the earth",stigmatizing - low,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,14
https://twitter.com/edent/status/1242499804346953731,"Its imperative you understand #capitalism is not to blame for this chaos. It's individual, evil, covetous men who want to #ReopenAmerica.  
 

 #Communism is slavery! 
 

 The only difference is you would be killed for complaining! In #China they sealed them inside their homes to die URL",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
