tweet id,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1247557482655989760,Any chance this NH #COVID19 data set can be made public? I want to make a visualization that shows spread over time. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237031269390848003,"proposes that a contingency plan #onboard is vital to deal with #COVID19
 URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242928880127795202,"This is such a cool idea!
 What do you think ⁦ ?
 

 Plan for football clubs to offer 100,000 free tickets to Health workers staff after #coronavirus crisis URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241761646856425472,"Friends, Stop watching this channel, You can live more 10+ years even after corona too. Believe me. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253092312801882113,"We're looking forward to joining for the #COVID19 Resources for SELA Communities Tele #TownHall this Friday, April 24, from 10:00am PDT. 
 JOIN US!  
 Details on how to RSVP below: URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248778634959237123,Oh my God. This is awful URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247269041581981698,"My prayers for British Prime Minister #BorisJohnson who is hospitalized with #COVID19. 
 I wish #PrimeMinister speedy recovery and well wishes. May Allah bless him with good health.  #Bahrain #uk #Manama URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235232682759655425,Is containment of #COVID19 possible? I am feeling that this particular message needs to shift....thoughts?,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240738788441239573,"Thoughts with staff and inmates at HMP Kilmarnock tonight after #Covid19 confirmation 
 Hopefully all support in place Be in it together Not a time for them and us environment 🙏 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244392133668331533,Come On! REPORTERS!! EVERYONE KNOWS IT TAKES TIME to MAKE Thousands of Ventilators at a Time!! They CANNOT be MADE in a DAY!! Goodness! Be Reasonable PERIOD! #TrumpPressConf #ventilators #coronavirus #HealthCareWorkers #patients #doctors #nurses,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238522276091432960,"My apology, meant to say in America in my Tweet. Thank you for the Montreal update, and how is the Montreal Mafia handling the #Coronavirus, and now that the Calabrian faction has been basically eliminated.",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242201377767428096,These officers are using NON lethal tactics..THIS AINT NOWHERE IN AMERIKKKA URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239947030128201735,"If you wanne teach people health tips and how to help stop spread of the #coronavirus, fine. Do that. However if you denigrate their religious beliefs, faith in God and the Holy Spirit, you are pathetic. Especially if you are someone who would otherwise claim to be Godly.#COVID19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251575782213849089,"Staying home? feeling alone? you can interact with anyone, and anywhere! #TMU is available now! #TeleMeetUp #HealthyAtHome#TeleCollabration #CoVID19 - URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242532910982463496,"The Allied Beauty Association of Canada calls for all professional services across the country to be suspended until the government-dictated isolation period is over. Find out more at URL
 .
 URL
 .
 #salonmagazine #news #canada #Coronavirus URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245675960436957189,So sad to hear this. Heaven just got a lot jazzier. #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245185942836535296,Hoping day6 do this in front of ma house URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238377542563872768,the virus has taught us all not to touch one another. It's hard for me to imagine doing a lot of cheek-kissing when I see a friend. #CoronaOutbreak #Covid_19 #Covid_19 #CoronavirusPandemic #macron20h,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250910054141788160,"Missouri extends the state's stay-at-home order until May 3. The state has seen 5,111 #COVID19 cases so far. URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1238953116340563969,"...what we really need right now is a really good laugh.
 

 We definitely need facts and not social media quackery 
 

 We most definitely need to show some empathy towards others.
 

 And most importantly... Be thankful.
 

 #HangInThere
 

 #COVIDー19
 #coronavirus 
 #America #FuckCorona",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242951107187314689,"Me: *Focused writing my story on my laptop* 👨🏾‍💻
 

 Girlfriend: *Staring wide-eyed at keyboard and grabs Lysol* Has that been bleached??? 😱
 

 Me: No. If I’m going out...I want it to be like this ☠️
 

 #writing #QuarantineLife #coronavirus",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236664804846288897,Read this to understand what we need to do for #COVID19 in US URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238132125381070849,The latest The Sean Ashe Daily! URL #covid19 #datascience,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236844676260528130,"And is upgrading the tennis courts that none of us will ever play on. And there aren't enough #coronavirus tests.
 

 But everything is fine, nothing to see folks.
 

 #LetThemEatCake 
 

 #TrumpVirus URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240280306084646912,"#Trump ( ) didn't push for more #coronavirus testing because he was concerned that high infection numbers might dent his reelection chances, report says
 

 URL",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1243689468198105091,"[Total] Infected 594344 | Deaths 27251 | Recovered 132622
 

 #CORONAVIRUS #NEWS #COVID19",unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1252434970242514946,"#Coronavirus in Mumbai: 275 healthcare providers stricken with coronavirus in city, reports  
 

 #CoronaVirusUpdates #coronavirusoutbreak 
 #coronavirusinindia #coronaviruslockdown 
 

 URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1248704857273274369,"Ok fine! They have made their choice. But if they spread it to non TJ, then they are terrorists or jihadis deserving of life sentences or more!! URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247397799412432898,Is that a pregnancy test lol URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241069862912393223,"In times of crisis, it’s easy to fall back on triage. But if #coronavirus has revealed anything, it’s deep structural flaws in our healthcare system and economy. It’s time for our leaders to rise to the occasion and propose legislation that meets the moment. #bigstructuralchange",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253290500662022145,"#BillGates said on video ""The Flu Shot DOESNT WORK"" Especially for old people. #CDC #Fauci comes out pushing everything he can to keep #Coronavirus alive for longer until the #Vaccine can come out so he can make BILLIONS. Conflict of Interest has NO PLACE in these agencies.GUT EM URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1249829262682722306,"Next briefing; 
 ""Look, as I bless you with answers to your fake questions, there's gonna be a slide show behind me of all the people who like me and think I'm brilliant. Ok. My friends. People who like me. Not fake news. Ok. ""-djt 😂 #COVID19 #CNN #Insecure",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245325848451977216,Every single grocery store should have online ordering and curbside pickup tight now. Every single one. #COVID19 #coronavirus #StayHome #StaySafe,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237640911942815744,The latest The BizBox Hong Kong Daily! URL Thanks to #covid19 #ai,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249930668164825088,"sir, I want to go home. I'm a resident of manipur. I have been stranded in mangalore, Karnataka. It's doesn't look like this virus can be controlled anytime soon. I'm ready to stay in isolation but please take me home.
 #COVID19 
 #IndiaFightsCorona 
 #COVID2019",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241174872371466248,Why is Ontario being so stingy about #Covid19 tests? Can't we produce more? What's the holdup? URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239701942806482945,The latest Veterans Advocate Daily Digest! URL Thanks to  #covid19 #covid_19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248959539413688321,"Very true and majority have been left with lifetime injuries and scars.
 Kenyan media busy asking class 1 questions, international media uncovering the real truth URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240673542351577088,"For Effective homeschooling during #coronavirus, combine classes!
 

 Today, coloring doubled as comparative religions. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236289233674858496,"#EarthHour 🇵🇭
 March 28, 2020
 8:30 p.m.
 #covid19 Please vanish.
 🙇‍♀️🙏🙇‍♂️👼",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244645185017065474,Maryland Lockdown URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238224078059651072,"#Protestants #USArmy
 #Baptists #USAirForce
 #Evangelists #USNavy
 #Mormons  #USMC
 

  the #IMPEACHED
 

 BREAKING NEWS: #MarALago
 

 Man in that #PICTURE is #INFECTED
 with #CoronaVirus.
 

 Yes, that's #Ivankatrump and #trump",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249451870508257281,who is it that Lockdown does apply to? URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243365218140344320,"#Lockdown21 #lockdownCorona
 #Corona #CoronaVirus #CoronaVillains #CoronavirusOubreak 
  #CoronavirusLockdown #CoronavirusOutbreakindia
  #UNICEF 
 #GauthamKarthik 
 

 

 watch: URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239839737910669312,Stay home. We're all going to be broke after this anyway. Better broke than dead. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240083031823495168,this is so cute🥺 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239236948050534402,O’Hare sucks URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241310062943129605,"Home remedies for #coronavirus #Covid_19 
 

 #CoronaCrisisuk #CoronaCrisis #CoronavirusPandemic #coronaupdate #Covid_19 #corona #HealthyAtHome #StayAtHome #StaySafeStayHome #homeremedy #uk #USA #Spain #Italy #UnitedStates #Germany #iran #francelockdown #Switzerland URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241846274929893376,#DigiatalSkills for everyone / #ICTD URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239609443915976705,"Starting Wednesday ONLY 4 Airport to Accept International Travellers. Toronto, Montreal, Vancouver ;  Calgary. 
 

 - PM Trudeau #coronavirus",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1253750456808910849,"Song om corona written by me
 

 #CoronavirusOutbreak 
 #coronavirus 
 #CoronaLockdown 
 #CoronaVirusUpdates URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238075411575099394,This is the most important piece of news you will read today. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238573747340181506,"Health professionals suspect many Americans will contact #Covid19. While most cases will not require a hospital visit it does not mean this will be an easy time for citizens. Check out this info graph showing cases by type.
 

 #coronavirus #casetype  URL",unknown/irrelevant,Information or misinformation,,17
